word	root	lemma
المستشفيات	جذر	مستشف;مستشفى
المستطيل	جذر	مستطيل
المستعصية	جذر	مستعصي
المستعمر	جذر	مستعمر
المستعملة	جذر	مستعمل
المستقبل	جذر	مستقبل
المستقبلية	جذر	مستقبلي;مستقبل;مستقبلية
المستقيم	جذر	مستقيم
المستوردة	جذر	مستورد
المستوى	جذر	مستوى
المسعور	جذر	مسعور
المسلحة	جذر	مسلح;مسلحة
المسلحين	جذر	مسلح
المسلم	جذر	مسلم
المسلمة	جذر	مسلم;مسلمة
المسمى	جذر	مسمى
المسيح	جذر	مسيح
المسيحي	جذر	مسيحي;مسيح
المسيحية	جذر	مسيحية;مسيح;مسيحي
المسيحيين	جذر	مسيحي
المسيرة	جذر	مسيرة;مسير
المسيطر	جذر	مسيطر
المشاحنات	جذر	مشاحن;مشاحنة
المشاركة	جذر	مشاركة;مشارك
المشاركين	جذر	مشارك
المشاريع	جذر	مشاريع
المشاكل	جذر	مشاكل
المشاهد	جذر	مشاهد
المشاهير	جذر	مشاهير
المشترك	جذر	مشترك
المشجعين	جذر	مشجع
المشددة	جذر	مشدد
المشرفة	جذر	مشرف
المشروع	جذر	مشروع
المشكل	جذر	مشكل
المشهد	جذر	مشهد
المشهور	جذر	مشهور
المشي	جذر	مشي
المصادر	جذر	مصادر
المصارعة	جذر	مصارعة;مصارع
المصالح	جذر	مصالح
المصحح	جذر	مصحح
المصدر	جذر	مصدر
المصري	جذر	مصري;مصر
المصريون	جذر	مصري
المصلحة	جذر	مصلحة;مصلح
المصنع	جذر	مصنع
المصير	جذر	مصير
المضادة	جذر	مضادة;مضاد
المضطهد	جذر	مضطهد
المطاف	جذر	مطاف
المطالبة	جذر	مطالب;مطالبة
المطر	جذر	مطر
المطربة	جذر	مطرب
المطلب	جذر	مطلب
المظاهرات	جذر	مظاهرة
المظلوم	جذر	مظلوم
المعادلة	جذر	معادل;معادلة
المعارضة	جذر	معارض;معارضة
المعبدة	جذر	معبد
المعتقل	جذر	معتقل
المعتمد	جذر	معتمد
المعجبون	جذر	معجب
المعركة	جذر	معركة
المعروف	جذر	معروف
المعسكرين	جذر	معسكر
المعلم	جذر	معلم
المعلنة	جذر	معلن
المعلومات	جذر	معلوم
المعيشية	جذر	معيشة
المغاير	جذر	مغاير
المغرب	جذر	مغرب
المغربي	جذر	مغربي;مغرب
المغربية	جذر	مغربي;مغربية;مغرب
المغيب	جذر	مغيب
المفاجآت	جذر	مفاجأة
المفاهيم	جذر	مفاهيم
المفضل	جذر	مفضل
المفضلة	جذر	مفضل;مفضلة
المفيدة	جذر	مفيد
المقابل	جذر	مقابل
المقابلة	جذر	مقابل;مقابلة
المقاتلة	جذر	مقاتل
المقارنات	جذر	مقارن;مقارنة
المقاطعة	جذر	مقاطع;مقاطعة
المقال	جذر	مقال
المقامة	جذر	مقام;مقامة
المقاومات	جذر	مقاوم;مقاومة
المقاومة	جذر	مقاومة;مقاوم
المقاومين	جذر	مقاوم
المقاييس	جذر	مقاييس
المقدمة	جذر	مقدم;مقدمة
المقرب	جذر	مقرب
المقعد	جذر	مقعد
المقنع	جذر	مقنع
المكتب	جذر	مكتب
المكعبات	جذر	مكعب
الملأى	جذر	ملأى
الملا	جذر	مل;ملا
الملائمة	جذر	ملائم
الملاعب	جذر	ملاعب
الملايين	جذر	ملايين
الملتهب	جذر	ملتهب
الملعب	جذر	ملعب
الملف	جذر	ملف
الملقب	جذر	ملقب
الملك	جذر	ملك
الملكي	جذر	ملكي;ملك;ملكة
الملكية	جذر	ملكية;ملك;ملكة;ملكي
الملموسة	جذر	ملموس
الملهمة	جذر	ملهم
الملوك	جذر	ملوك
الملونة	جذر	ملون
المليار	جذر	مليار
المليارديرة	جذر	ملياردير
المليونية	جذر	مليون
الممارس	جذر	ممارس
الممكن	جذر	ممكن
المميز	جذر	مميز
المن	جذر	لمى;من
المناصرين	جذر	مناصر
المناطق	جذر	مناطق
المنافسات	جذر	منافس;منافسة
المنافقين	جذر	منافق
المنتجات	جذر	منتج
المنتخب	جذر	منتخب
المنتديات	جذر	منتدى;منتديات
المنتشرة	جذر	منتشر
المنشأ	جذر	منشأ
المنصات	جذر	منصة
المنصب	جذر	منصب
المنصور	جذر	منصور
المنطقة	جذر	منطق;منطقة
المنظر	جذر	منظر
المنظومة	جذر	منظوم
المنغمسين	جذر	منغمس
المنفرد	جذر	منفرد
المنفعة	جذر	منفعة
المنكرة	جذر	منكر
المنهج	جذر	منهج
المنهجي	جذر	منهج;منهجي
المهاجرين	جذر	مهاجر
المهاجم	جذر	مهاجم
المهارية	جذر	مهار;مهارة
المهم	جذر	مهم
المهمة	جذر	مهمة;مهم
المهندسين	جذر	مهندس
المهني	جذر	مهني;مهن;مهنة
المهينة	جذر	مهين
المواجهات	جذر	مواجه;مواجهة
المواد	جذر	مواد
الموازي	جذر	موازي
المواصلات	جذر	مواصل;مواصلة;مواصلات
المواطن	جذر	مواطن
الموافقة	جذر	موافقة;موافق
المواقع	جذر	مواقع
المواقف	جذر	مواقف
الموت	جذر	موت
الموجهة	جذر	موجه
الموجود	جذر	موجود
الموضح	جذر	موضح
الموضوعات	جذر	موضوعة;موضوع
الموقع	جذر	موقع
الموقف	جذر	موقف
المونديال	جذر	مونديال
المياه	جذر	مياه
الميدالية	جذر	ميدالية
الميدان	جذر	ميدان
الميزانية	جذر	ميزان;ميزانية
الميسورة	جذر	ميسور
الميكانيكية	جذر	ميكانيكي
الناتو	جذر	ناتو;نات
النادي	جذر	نادي
النارية	جذر	ناري;نار
الناس	جذر	ناس
الناشئة	جذر	ناشئ
الناشطون	جذر	ناشط
الناصر	جذر	ناصر
النامية	جذر	نامي;نامة
النباتي	جذر	نباتي;نبات
النبرة	جذر	نبرة;نبر
النبيل	جذر	نبيل
النتائج	جذر	نتائج
النتيجة	جذر	نتيجة
النجاح	جذر	نجاح
النجم	جذر	نجم
النجوم	جذر	نجوم
النخاع	جذر	نخاع
النخبة	جذر	نخبة;نخب
النساء	جذر	نساء
النسبية	جذر	نسب;نسبى;نسبة;نسبية;نسبي
النسوة	جذر	نسوة
النشاط	جذر	نشاط
النشطاء	جذر	نشطاء
النشيد	جذر	نشيد
النصف	جذر	نصف
النضال	جذر	نضال
النظام	جذر	نظام
النظامية	جذر	نظام;نظامي
النظر	جذر	نظر
النفايات	جذر	نفاية
النفس	جذر	نفس
النفسي	جذر	نفسي;نفس;نفسة
النفط	جذر	نفط
النفوس	جذر	نفوس
النقاشات	جذر	نقاش;نقاشة
النقال	جذر	نقال
النقد	جذر	نقد
النكات	جذر	نكات
النمطية	جذر	نمط
النموذج	جذر	نموذج
النهائي	جذر	نهائي
النهار	جذر	نهار
النهاية	جذر	نهاية
النوادي	جذر	نوادي
النوم	جذر	نوم
النيجر	جذر	نيجر
النيجيري	جذر	نيجيري
الهاتف	جذر	هاتف
الهادئ	جذر	هادئ
الهاشمي	جذر	هاشم
الهتافات	جذر	هتاف
الهجرة	جذر	هجر;هجرة
الهجوم	جذر	هجوم
الهجينة	جذر	هجين
الهداف	جذر	هداف
الهدف	جذر	هدف
الهدنة	جذر	هدن;هدنة
الهزيمة	جذر	هزيم;هزيمة
الهشيم	جذر	هشيم
الهلع	جذر	هلع
الهندسة	جذر	هندسة
الهواة	جذر	هواة
الهواتف	جذر	هواتف
الهوس	جذر	هوس
الهيئة	جذر	هيئة
الهيمنة	جذر	هيمنة
الواحد	جذر	واحد
الواردة	جذر	وارد
الواسع	جذر	واسع
الواضح	جذر	واضح
الواعد	جذر	واعد
الواقع	جذر	واقع
الواقعة	جذر	واقعة;واقع
الواقفين	جذر	واقف
الوجه	جذر	وجه
الوجهة	جذر	وجه;وجهة
الوجود	جذر	وجود
الوجوه	جذر	وجوه
الوحدة	جذر	وحد;وحدة
الوحيد	جذر	وحيد
الودية	جذر	ودي;ود
الورقة	جذر	ورق;ورقة
الوريث	جذر	وريث
الوزارة	جذر	وزارة
الوزراء	جذر	وزراء
الوزير	جذر	وزير
الوسائط	جذر	وسائط
الوسائل	جذر	وسائل
الوسطى	جذر	وسطى
الوسيلة	جذر	وسيلة
الوصول	جذر	وصول
الوضع	جذر	وضع
الوطن	جذر	وطن
الوطني	جذر	وطن;وطني
الوطنية	جذر	وطن;وطنية;وطني
الوظيفي	جذر	وظيفة;وظيفي;وظيف
الوعرة	جذر	وعر;وعرة
الوعي	جذر	وعي
الوفاء	جذر	وفاء
الوفاة	جذر	وفاة
الوفد	جذر	وفد
الوفيات	جذر	وفي;وفيات
الوقائع	جذر	وقائع
الوقت	جذر	وقت
الوقوف	جذر	وقوف
الولايات	جذر	ولاية
الولد	جذر	ولد
اليازجي	جذر	يازجي
اليمين	جذر	يم;يمين
اليوبيل	جذر	يوبيل
اليورو	جذر	يورو
اليوم	جذر	يوم
اليومية	جذر	يومية;يومي;يوم
امتد	جذر	امتد
امتداد	جذر	امتداد
امتلأ	جذر	امتلأ
امتيازات	جذر	امتياز
امرأة	جذر	امرأة
انتابهم	جذر	انتاب
انتحر	جذر	انتحر
انتشر	جذر	انتشر
انتصارات	جذر	انتصار
انتظرها	جذر	انتظر
انتقال	جذر	انتقال;انتقالي
انتمائه	جذر	انتماء
انتهاء	جذر	انتهاء
انتهاك	جذر	انتهاك
انتهت	جذر	انتهى
انحرفت	جذر	انحرف
انخفاض	جذر	انخفاض
اندفاعة	جذر	اندفاع
اندلاع	جذر	اندلاع
اندلعت	جذر	اندلع
انضم	جذر	انضم
انطلاق	جذر	انطلاق
انطلقت	جذر	انطلق
انعكاس	جذر	انعكاس
انفراد	جذر	انفراد
انقساما	جذر	انقسام
انقسمت	جذر	انقسم
انكسار	جذر	انكسار
اهتمام	جذر	اهتمام
ب	جذر	ب
بأجواء	جذر	أجواء
بأحوال	جذر	أحوال
بأدوات	جذر	أدوات
بأربع	جذر	أربع
بأربعة	جذر	أربع;أربعة
بأسهم	جذر	أس;بأس;أسهم
بأعجوبة	جذر	أعجوبة
بأعلى	جذر	أعلى
بؤر	جذر	بؤر
بإلغائه	جذر	إلغاء
بإلقاء	جذر	إلقاء
بائس	جذر	بائس
باب	جذر	باب
باتت	جذر	بات
باد	جذر	بادي;باد;بادى
بارتكاب	جذر	ارتكاب
باسم	جذر	باسم;اسم
باسيل	جذر	باسيل
باشر	جذر	باشر
باقي	جذر	باقة
بال	جذر	بال;بالي;بالى
بالأسس	جذر	أسس
بالأشراف	جذر	أشراف
بالإضافة	جذر	إضافة
بالإمارات	جذر	إمارة
بالاتفاق	جذر	اتفاق
بالاستسلام	جذر	استسلام
بالاستناد	جذر	استناد
بالالتقاء	جذر	التقاء
بالتضاريس	جذر	تضاريس
بالتعارف	جذر	تعارف
بالتنسيق	جذر	تنسيق
بالتوفيق	جذر	توفيق
بالخطر	جذر	خطر
بالخطورة	جذر	خطورة
بالدعاية	جذر	دعاية
بالدلالات	جذر	دلال;دلالة
بالدموع	جذر	دموع
بالرسائل	جذر	رسائل
بالرغم	جذر	رغم
بالسجناء	جذر	سجناء
بالسهولة	جذر	سهولة
بالسيد	جذر	سيد
بالشتائم	جذر	شتائم
بالشعر	جذر	شعر
بالضبط	جذر	ضبط
بالفئة	جذر	فئة
بالفرح	جذر	فرح
بالفرشاة	جذر	فرشاة
باللقب	جذر	لقب
بالمحروقات	جذر	محروق
بالمغادرة	جذر	مغادر
بالمناسبة	جذر	مناسبة;مناسب
بالنار	جذر	نار
بالنسبة	جذر	نسب;نسبة
بالنعال	جذر	نعال
بالهم	جذر	بال;هم;بالى
بالورود	جذر	ورود
بانفعال	جذر	انفعال
بايرن	جذر	بايرن
ببنت	جذر	بنت
ببني	جذر	بني;بن
بتجاهل	جذر	تجاهل
بتحريم	جذر	تحريم
بتخليص	جذر	تخليص
بتركز	جذر	تركز
بتركيا	جذر	بترك;تركيا
بتطوير	جذر	تطوير
بتعادل	جذر	تعادل
بتفقد	جذر	تفقد
بتفوقهم	جذر	تفوق
بتقليم	جذر	تقليم
بتكلفة	جذر	تكلف;تكلفة
بتلك	جذر	تل;تلك
بتمريراته	جذر	تمرير
بتموقعها	جذر	تموقع
بتهويد	جذر	تهويد
بتوضيح	جذر	توضيح
بجائزة	جذر	جائزة;جائز
بجامعة	جذر	جامع;جامعة
بجاية	جذر	جاي;بجا
بجراح	جذر	جراح
بجهلكم	جذر	جهل
بجيش	جذر	بجيش;جيش
بحبي	جذر	حب;حبة
بحجب	جذر	حجب
بحروب	جذر	حروب
بحفظ	جذر	حفظ
بحكم	جذر	حكم;باح
بحيث	جذر	حيث
بخل	جذر	خل;بخل
بخلفية	جذر	خلف;خلفي
بخمس	جذر	خمس
بخمسة	جذر	خمس;خمسة
بد	جذر	باد
بدأ	جذر	بدأ
بدا	جذر	بدا
بدل	جذر	بدل;دل
بدلا	جذر	بدل
بدنيا	جذر	بدن;دنيا;بدني
بدوري	جذر	بدور;دوري;دور;دورة
بدون	جذر	بدا;دون;بدون
بذاته	جذر	ذات
بذلت	جذر	بذل
بذلك	جذر	ذلك;ذل;بذل
بذنوبه	جذر	ذنوب
بذوري	جذر	بذور
برزت	جذر	برز
برسم	جذر	رسم
بركات	جذر	بركة
بركانها	جذر	بركان
بركلات	جذر	ركلة;ركل
برلماني	جذر	برلماني;برلمان
برنامج	جذر	برنامج
برهنت	جذر	برهن
بروح	جذر	روح
بروحي	جذر	روحة;روحي;روح
بروز	جذر	بروز
بروس	جذر	روس;بروس
بروسيا	جذر	بروسي;روسيا;بروسيا;بروس
بريء	جذر	بريء
بريطانيا	جذر	بريطاني;بريطانيا
بساطة	جذر	بساط;بساطة
بست	جذر	ست;باس
بسط	جذر	بسط
بسقوطه	جذر	سقوط
بسيفي	جذر	سيف
بشتى	جذر	شتى
بشدة	جذر	شد;شدة
بشرته	جذر	بشرة;بشر;شر
بشرف	جذر	شرف
بشعارات	جذر	شعار
بشكل	جذر	شكل
بشوارب	جذر	شوارب
بشوشة	جذر	بشوش
بشيخوخة	جذر	شيخوخة
بشير	جذر	بشير
بصفات	جذر	صفة;صف
بصقل	جذر	صقل
بصيرته	جذر	بصير;بصيرة
بضراوة	جذر	ضراوة
بضربه	جذر	ضرب
بضع	جذر	بضع
بطاريات	جذر	طارة;بطارية;طار
بطردها	جذر	طرد
بطروني	جذر	بطر
بطريقة	جذر	طريق;طريقة;بطريق
بطعم	جذر	طعم
بطلة	جذر	طلة;بطل;طل
بطولات	جذر	طول;بطولة
بطون	جذر	بطون
بعث	جذر	بعث
بعد	جذر	عد;بعد
بعدة	جذر	عد;عدة;بعد
بعشرات	جذر	عشرة;عشرات;عشر
بعفونة	جذر	عفونة
بعقلي	جذر	عقلة;عقلي;عقل
بعقود	جذر	عقود
بعنوان	جذر	عنوان
بعهدتين	جذر	عهد
بعيدة	جذر	بعيد;عيد
بغد	جذر	غد
بغض	جذر	غض;بغض
بغنائم	جذر	غنائم
بفارق	جذر	فارق
بفرشاته	جذر	فرش;فرشة;فرشاة
بفرض	جذر	فرض
بفرنسا	جذر	فرنسا
بفروسية	جذر	فروسية;فروس
بفضل	جذر	فضل
بقايا	جذر	بقايا
بقبح	جذر	قبح
بقلبي	جذر	قلب;قلبة
بقوتهم	جذر	قوة;قوت
بقوله	جذر	بقول;قول
بقيت	جذر	بقى;بقي
بقيمة	جذر	قيم;قيمة
بكاء	جذر	بكاء
بكامل	جذر	كامل
بكر	جذر	كر;بكر
بكل	جذر	كل
بكونهم	جذر	كون
بكيس	جذر	كيس
بل	جذر	بال;بل;وبل
بلا	جذر	بلا;بل;وبل
بلاء	جذر	بلاء
بلجيكا	جذر	بلجيكا
بلد	جذر	بلد;لد
بلدانها	جذر	بلدان
بلدي	جذر	بلد;لد;بلدي
بلغ	جذر	بلغ
بلوغ	جذر	بلوغ
بليبيريا	جذر	ليبيريا
بليغة	جذر	بليغ
بما	جذر	بما
بمثابة	جذر	مثابة
بمجالس	جذر	مجالس
بمخالفته	جذر	مخالف;مخالفة
بمراوغاته	جذر	مراوغ
بمساعدة	جذر	مساعدة;مساعد
بمسح	جذر	مسح
بمشنقة	جذر	مشنقة
بمصانع	جذر	مصانع
بمعالجة	جذر	معالجة;معالج
بمعاناتهم	جذر	معاناة
بمعاير	جذر	معاير
بمعزل	جذر	معزل
بمعنى	جذر	معنى
بمكان	جذر	مكان
بمكسيكو	جذر	مكسيكو
بملامح	جذر	ملامح
بمن	جذر	بمن;من
بموهبته	جذر	موهبة
بن	جذر	بان;بن
بناه	جذر	بنى;بن;ناهي
بناياته	جذر	بناية;ناي
بنت	جذر	بان;بنى;بنت
بنجمتهم	جذر	نجمة;نجم
بند	جذر	بند;ند
بنظم	جذر	نظم
بنظيره	جذر	نظير
بنيته	جذر	بنى;نية;بني;بن;بنية
به	جذر	به
بها	جذر	بها
بهاء	جذر	بهاء
بهذا	جذر	هذا
بهذه	جذر	هذه
بهم	جذر	هم
بهمس	جذر	همس
بوابة	جذر	بواب;بوابة
بوتفليقة	جذر	بوتفليقة
بوتين	جذر	وتين
بوست	جذر	بوست
بوليفي	جذر	وليف
بومدين	جذر	ومد
بي	جذر	بي
بيتر	جذر	بيتر
بيتي	جذر	بات;بيت
بيجو	جذر	بيجو
بيده	جذر	بيد;يد
بيضاء	جذر	بيضاء
بين	جذر	بان;بين
بينما	جذر	بينما
بيننا	جذر	بين
بينوشيه	جذر	بينوشيه
بيوت	جذر	بيوت
تأثرت	جذر	تأثر
تأخر	جذر	تأخر
تأسس	جذر	تأسس
تأسيسها	جذر	تأسيس
تأكيد	جذر	تأكيد
تأهل	جذر	تأهل;أهل
تأييد	جذر	تأييد
تؤرقها	جذر	أرق;آرق
تؤمن	جذر	أمن;آمن;أم
تايمز	جذر	تايمز
تبادله	جذر	تبادل;بادل
تباع	جذر	تباع;باع
تبدأ	جذر	أبدأ;بدأ
تبرر	جذر	برر;بر;تبرر;أبر
تبرز	جذر	أبرز;برز;تبرز
تبع	جذر	تبع;باع
تبعد	جذر	أبعد;بعد
تبقى	جذر	بقى;تبقى;أبقى;بقي
تبلغ	جذر	أبلغ;تبلغ;بلغ
تبنوا	جذر	بنى;تبنى
تبني	جذر	بنى;تبنى;تبني;تب;تبن
تبون	جذر	بان
تبيع	جذر	باع
تتباهى	جذر	تباهى
تتبدل	جذر	تبدل
تتجاوز	جذر	تجاوز
تتجه	جذر	اتجه
تتح	جذر	أتاح
تتحدث	جذر	تحدث
تتحلى	جذر	تحلى
تتحول	جذر	تحول
تتراكم	جذر	وتر;تراكم
تترجح	جذر	ترجح
تتسارع	جذر	تسارع
تتسم	جذر	تسمى;اتسم
تتصدر	جذر	تصدر
تتصل	جذر	اتصل
تتصورها	جذر	تصور
تتضح	جذر	اتضح
تتضمن	جذر	تضمن
تتطلب	جذر	تطلب
تتغير	جذر	تغير
تتقدم	جذر	تقدم
تتكفل	جذر	تكفل
تتم	جذر	تم;أتم
تتوفر	جذر	توفر
تتوقف	جذر	توقف
تجارب	جذر	تجارب
تجاه	جذر	تجاه
تجاهل	جذر	جاهل;تجاهل
تجاوز	جذر	جاوز;تجاوز
تجد	جذر	توجد;جاد;جد;أجدى;وجد;أجاد
تجرح	جذر	جرح
تجرع	جذر	تجرع;جرع
تجري	جذر	تجرة;أجرى;جرى;وجر;جر
تجسيدا	جذر	تجسيد
تجمع	جذر	جمع;أجمع;تجمع
تجميد	جذر	تجميد
تجنب	جذر	تجنب;جنب;أجنب
تجنبت	جذر	تجنب
تجوب	جذر	جوب
تحاول	جذر	حاول
تحت	جذر	تحت;حات;حت
تحتاج	جذر	احتاج
تحتكره	جذر	احتكر
تحد	جذر	توحد;تحدي;حد;حاد;تحدى;حدي;وحد;حدا
تحديا	جذر	حدي;تحدي;حدا;تحدى
تحديث	جذر	تحديث
تحرص	جذر	حرص
تحريضه	جذر	تحريض
تحسبا	جذر	تحسب;حسب
تحصل	جذر	حصل;تحصل
تحصيلها	جذر	تحصيل
تحض	جذر	حض;حاض
تحطم	جذر	تحطم;حطم
تحطمت	جذر	تحطم
تحقق	جذر	تحقق;أحق;حقق;حق
تحكم	جذر	حكم;أحكم;تحكم
تحكى	جذر	حكى
تحكيها	جذر	حكى;حك
تحل	جذر	حلي;حل;حلو;حلى;أحال;أحل;حلا;حال;أحلى;وحل;تحلي;تحلى
تحمل	جذر	حمل;تحمل
تحميلها	جذر	تحميل
تحنو	جذر	حنا
تحويل	جذر	تحويل
تحيد	جذر	حيد;حاد
تحيله	جذر	أحال
تخبر	جذر	أخبر;خبر;تخبر
تخجل	جذر	أخجل;خجل
تخرج	جذر	تخرج;أخرج;خرج
تخريج	جذر	تخريج
تخطئها	جذر	أخطأ;خطأ
تخطي	جذر	تخطى;خطا;خطى;وخط;خط
تخلو	جذر	خلا
تخلى	جذر	خلى;تخلى;أخلى;خلا
تخوين	جذر	خوى;خوي
تخيل	جذر	تخيل;أخيل;أخال;خيل
تخيلته	جذر	تخيل
تدخلها	جذر	أدخل;دخل;تدخل
تدريب	جذر	تدريب
تدريجيا	جذر	تدريجي;تدريج
تدريس	جذر	تدريس
تدعى	جذر	دعا;ادعى
تدفق	جذر	تدفق;دفق
تدم	جذر	أدمى;دم;دمي;دمى;دام;أدام
تدوي	جذر	وتد;دوى;دوي
تدير	جذر	أدار
تذيب	جذر	أذاب
تراجع	جذر	تراجع;راجع
ترافقت	جذر	ترافق
ترام	جذر	رام;ترامى;رامى;ترامي
تراني	جذر	ران;راءى;وتر;رأى
تربوي	جذر	رب;ربى;ربا;أربى
ترتديه	جذر	ارتدى
ترجع	جذر	أرجع;ترجع;رجع
ترسم	جذر	ترسم;رسم
ترشح	جذر	ترشح;رشح;أرشح
ترضيني	جذر	رضى;رضي;رض;رضا;أرضى;ترضى;أرض
ترعرعت	جذر	ترعرع
ترك	جذر	وتر;أرك;ترك;رك;ركا;ورك;تورك
تركز	جذر	ركز;تركز
تركها	جذر	رك;ورك;ركا;ترك
تركي	جذر	تركة;أرك;ترك;رك;ركا;ورك
تركيا	جذر	ركا;ترك
تركيب	جذر	تركيب
تركيبتها	جذر	تركيب;تركيبة
تروي	جذر	روي;تروى;روى;وتر;أروى
ترى	جذر	راءى;رأى;أرى
تريد	جذر	أراد
تريكة	جذر	تريكة
تزامن	جذر	زامن;تزامن
تزدهر	جذر	ازدهر
تزوجت	جذر	تزوج
تزود	جذر	زود;تزود
تساؤلات	جذر	تساؤل
تسافر	جذر	سافر
تسبق	جذر	سبق
تستحق	جذر	استحق
تستضيفهم	جذر	استضاف
تستعد	جذر	استعد;استعدى;استعاد
تستورد	جذر	استورد
تسجيل	جذر	تسجيل
تسديدة	جذر	تسديد
تسريح	جذر	تسريح
تسعى	جذر	سعى
تسقط	جذر	تسقط;سقط;أسقط
تسلمتها	جذر	تسلم
تسمع	جذر	تسمع;أسمع;سمع
تسهيل	جذر	تسهيل
تسير	جذر	سار;سير
تسيطر	جذر	تسيطر;سيطر
تسييره	جذر	تسيير
تشارك	جذر	تشارك;شار;شارى;شارك
تشاهد	جذر	شاهد
تشبه	جذر	شبه;تشبه;أشبه
تشترك	جذر	اشترك;اشترى
تشتغل	جذر	اشتغل
تشتكي	جذر	اشتكى
تشجيع	جذر	تشجيع
تشرع	جذر	شرع;أشرع
تشرين	جذر	وشر;شرى;شري;شر;تشرين;أشرى
تشغل	جذر	شغل;أشغل
تشغيل	جذر	تشغيل
تشكيلة	جذر	تشكيل;تشكيلة
تشير	جذر	أشار
تشيلي	جذر	شال
تصاب	جذر	تصابي;تصابى;صاب;أصاب
تصادق	جذر	تصادق;صادق
تصبح	جذر	تصبح;صبح;أصبح
تصدير	جذر	تصدير
تصل	جذر	وصل;صال;صلي;صل;صلى;أصلى
تصلهم	جذر	وصل;صل;صلى;أصلى;صلي
تصميم	جذر	تصميم
تصنع	جذر	تصنع;صنع
تصنيف	جذر	تصنيف
تصور	جذر	صار;تصور;صور
تصوير	جذر	تصوير
تضحك	جذر	ضحك;أضحك;أضحى;ضحى
تضطهد	جذر	اضطهد
تضم	جذر	ضام;ضم
تضمن	جذر	ضمن;ضام;ضم;تضمن
تضييق	جذر	تضييق
تطرق	جذر	تطرق;طرق;أطرق
تطلب	جذر	طلب;تطلب
تطليقها	جذر	تطليق
تطمح	جذر	طمح
تطور	جذر	تطور;طور
تعادل	جذر	عادل;تعادل
تعادي	جذر	عاد;عادى;أعاد;تعادى
تعالت	جذر	تعالى
تعالى	جذر	تعالى;عالى
تعاني	جذر	عان;عانى;أعان
تعتمد	جذر	اعتمد
تعد	جذر	تعدي;تعدى;عدى;عد;عاد;أعاد;وعد;عدا;توعد;أعد
تعر	جذر	تعرى;تعري;توعر;عري;عرا;أعار;وعر;عار;عر;عرى
تعرض	جذر	أعرض;عرض;تعرض
تعرضت	جذر	تعرض
تعرف	جذر	تعرف;عرف
تعريف	جذر	تعريف
تعصف	جذر	عصف;أعصف
تعقب	جذر	عقب;تعقب;أعقب
تعقيد	جذر	تعقيد
تعكير	جذر	تعكير
تعلق	جذر	علق;تعلق
تعمقت	جذر	تعمق
تعمل	جذر	عمل;أعمل
تعني	جذر	عنا;عنى;عني;عن;تعنى;أعن
تعود	جذر	عاد;تعود;عود
تعيش	جذر	عاش;عيش;أعاش;تعيش
تعيشها	جذر	عيش;أعاش;تعيش
تعيق	جذر	أعاق;عاق
تعيين	جذر	عيي;عي;أعيا;تعيين;عيا
تغريدة	جذر	تغريد
تغنى	جذر	أغنى;غني;غنى;تغنى
تغني	جذر	أغنى;غني;غنى;تغنى;أغن
تغيب	جذر	غاب;تغيب;غيب
تغييرهم	جذر	تغيير
تفادي	جذر	فادى;أفاد;تفادى
تفاعلي	جذر	تفاعل
تفتح	جذر	تفتح;فتح
تفجير	جذر	تفجير
تفرقة	جذر	تفرق
تفريغ	جذر	تفريغ
تفسير	جذر	تفسير
تفقد	جذر	أفقد;تفقد;فقد
تفهم	جذر	فهم;أفهم;تف;تفهم
تفوق	جذر	فوق;تفوق
تفيد	جذر	أفاد
تقدر	جذر	قدر;تقدر
تقدما	جذر	تقدم;أقدم;قدم
تقديري	جذر	تقديري;تقدير
تقريبا	جذر	تقريب
تقع	جذر	قاع;وقع;توقع;أقعى
تقف	جذر	قاف;قف;تقفي;وقف;أقفى;قفا;تقفى;قفى
تقل	جذر	قل;قلا;قال;قلى;أقال;تقلى;تقلي
تقليل	جذر	تقليل
تقود	جذر	قود
تقوم	جذر	قوم;قام;تقوم
تقوية	جذر	تقوى;تقوي;تقوية
تقي	جذر	وقى;توقى;تقي
تكبرا	جذر	تكبر;كبر;أكبر
تكتب	جذر	أكتب;كتب
تكذيبا	جذر	تكذيب
تكرار	جذر	تكرار
تكرم	جذر	تكرم;أكرم;كرم
تكسب	جذر	تكسب;أكسب;كسب
تكسوها	جذر	كسا;أكسى
تكفي	جذر	كف;وكف;كفى
تكن	جذر	كنى;كن;كان;وكن;أكن;تكني;تكنى
تكنولوجيات	جذر	تكنولوجي
تكون	جذر	كوى;تكون;كون;كان
تلائم	جذر	لاءم
تلت	جذر	لات;تل;تلا;لت;تلى
تلعب	جذر	لعب;ألعب
تلقاه	جذر	تلقى;لقي;لق;ولق
تلقى	جذر	لقى;تلقى;ألقى;لقي;لقا
تلقي	جذر	لقى;ألقى;لقي;تلقى;لق;لقا;ولق
تلك	جذر	لاك;لكي;لك;تلك;تل;تلى
تم	جذر	تم
تماما	جذر	تمام
تمت	جذر	مات;تم;أمات;مت
تمثالا	جذر	تمثال
تمثل	جذر	مثل;أمثل;تمثل
تمسك	جذر	تمسك;أمسك;ماس;أمسى;مسك;مس;أمس;مسى
تملأ	جذر	تملأ;ملأ
تملك	جذر	ملك;أمل;أملك;مل;أملى;تملى;أمال;تملك;مال
تملي	جذر	مل;تملى;أمل;أملى
تمنيت	جذر	تمنى
تنافس	جذر	تنافس;نافس
