word	root	lemma	stem
زينا	زين	زين	زي
زين	زين	زين	زين
وزيناها	زين	زين	زي
لأزينن	زين	زين	أزين
فزين	زين	زين	زين
وزينا	زين	زين	زي
فزينوا	زين	زين	زين
وزين	زين	زين	زين
وزينه	زين	زين	زين
زينتكم	زين	زينة	زينت
زينة	زين	زينة	زينة
زينة	زين	زينة	زينة
وزينتها	زين	زينة	زينت
وزينة	زين	زينة	زينة
زينة	زين	زينة	زينة
الزينة	زين	زينة	زينة
زينة	زين	زينة	زينة
زينتهن	زين	زينة	زينت
زينتهن	زين	زينة	زينت
بزينة	زين	زينة	زينة
وزينتها	زين	زينة	زينت
زينته	زين	زينة	زينت
وزينة	زين	زينة	زينة
سألتم	سءل	سأل	سأل
تسلوا	سءل	سأل	تسل
سئل	سءل	سأل	سئل
تسل	سءل	سأل	تسل
تسلون	سءل	سأل	تسل
سألك	سءل	سأل	سأل
يسلونك	سءل	سأل	يسل
سل	سءل	سأل	سل
ويسلونك	سءل	سأل	يسل
يسلون	سءل	سأل	يسل
وسلوا	سءل	سأل	سل
يسلك	سءل	سأل	يسل
سألوا	سءل	سأل	سأل
سألها	سءل	سأل	سأل
أسلكم	سءل	سأل	أسل
فلنسلن	سءل	سأل	نسل
ولنسلن	سءل	سأل	نسل
وسلهم	سءل	سأل	سل
سألتهم	سءل	سأل	سأل
سألتكم	سءل	سأل	سأل
فسل	سءل	سأل	سل
تسلن	سءل	سأل	تسل
أسلك	سءل	سأل	أسل
فسله	سءل	سأل	سل
وسل	سءل	سأل	سل
تسلهم	سءل	سأل	تسل
سألتموه	سءل	سأل	سأل
لنسلنهم	سءل	سأل	نسل
فسلوا	سءل	سأل	سل
لتسلن	سءل	سأل	تسل
ولتسلن	سءل	سأل	تسل
فسل	سءل	سأل	سل
تسلنى	سءل	سأل	تسل
سألتك	سءل	سأل	سأل
نسلك	سءل	سأل	نسل
يسل	سءل	سأل	يسل
يسلون	سءل	سأل	يسل
فسلوهم	سءل	سأل	سل
وليسلن	سءل	سأل	يسل
سألتهم	سءل	سأل	سأل
ليسل	سءل	سأل	يسل
سئلوا	سءل	سأل	سئل
سألتموهن	سءل	سأل	سأل
فسلوهن	سءل	سأل	سل
نسل	سءل	سأل	نسل
يسلكم	سءل	سأل	يسل
ويسلون	سءل	سأل	يسل
وسل	سءل	سأل	سل
يسلكم	سءل	سأل	يسل
يسلكموها	سءل	سأل	يسل
يسله	سءل	سأل	يسل
وليسلوا	سءل	سأل	يسل
سألهم	سءل	سأل	سأل
سلهم	سءل	سأل	سل
سأل	سءل	سأل	سأل
يسل	سءل	سأل	يسل
سئلت	سءل	سأل	سئلت
بسؤال	سءل	سؤال	سؤال
سؤلك	سءل	سؤل	سؤل
تسؤهم	سوء	ساء	تسؤ
وساء	سوء	ساء	ساء
فساء	سوء	ساء	ساء
وساءت	سوء	ساء	ساءت
ساء	سوء	ساء	ساء
تسؤكم	سوء	ساء	تسؤ
سىء	سوء	ساء	سىء
ليسوا	سوء	ساء	يس
ساءت	سوء	ساء	ساءت
سيت	سوء	ساء	سيت
سائبة	سيب	سائبة	سائبة
سائحات	سيح	سائحة	سائحات
السائحون	سيح	سائح	سائحون
سائغا	سوغ	سائغ	سائغا
سائغ	سوغ	سائغ	سائغ
سائق	سوق	سائق	سائق
والسائلين	سءل	سائل	سائلين
للسائلين	سءل	سائل	سائلين
للسائل	سءل	سائل	سائل
سائل	سءل	سائل	سائل
السائل	سءل	سائل	سائل
والسابحات	سبح	سابحة	سابحات
سابغات	سبغ	سابغة	سابغات
والسابقون	سبق	سابق	سابقون
سابقون	سبق	سابق	سابقون
سابقين	سبق	سابق	سابقين
سابق	سبق	سابق	سابق
سابق	سبق	سابق	سابق
السابقون	سبق	سابق	سابقون
سابقوا	سبق	سابق	سابق
فالسابقات	سبق	سابقة	سابقات
سجدا	سجد	ساجد	سجدا
الساجدين	سجد	ساجد	ساجدين
ساجدين	سجد	ساجد	ساجدين
الساجدون	سجد	ساجد	ساجدون
ساجدا	سجد	ساجد	ساجدا
بساحتهم	سوح	ساحت	ساحت
لساحر	سحر	ساحر	ساحر
ساحر	سحر	ساحر	ساحر
السحرة	سحر	ساحر	سحرة
الساحرون	سحر	ساحر	ساحرون
لساحران	سحر	ساحر	ساحران
الساحر	سحر	ساحر	ساحر
السحرة	سحر	ساحر	سحرة
ساحر	سحر	ساحر	ساحر
ساحر	سحر	ساحر	ساحر
بالساحل	سحل	ساحل	ساحل
الساخرين	سخر	ساخر	ساخرين
سادسهم	سدس	سادس	سادس
فسيروا	سير	سار	سير
سيروا	سير	سار	سير
يسيروا	سير	سار	يسير
وسار	سير	سار	سار
وتسير	سير	سار	تسير
وسارب	سرب	سارب	سارب
ويسارعون	سرع	سارع	يسارع
وسارعوا	سرع	سارع	سارع
يسارعون	سرع	سارع	يسارع
والسارق	سرق	سارق	سارق
لسارقون	سرق	سارق	سارقون
سارقين	سرق	سارق	سارقين
والسارقة	سرق	سارقة	سارقة
الساعة	سوع	ساعة	ساعة
ساعة	سوع	ساعة	ساعة
الساعة	سوع	ساعة	ساعة
ساعة	سوع	ساعة	ساعة
الساعة	سوع	ساعة	ساعة
بالساعة	سوع	ساعة	ساعة
ساعة	سوع	ساعة	ساعة
للساعة	سوع	ساعة	ساعة
والساعة	سوع	ساعة	ساعة
سافلها	سفل	سافل	سافل
سافلين	سفل	سافل	سافلين
ساقيها	سوق	ساق	ساقي
ساق	سوق	ساق	ساق
الساق	سوق	ساق	ساق
بالساق	سوق	ساق	ساق
ساقطا	سقط	ساقط	ساقطا
ساكنا	سكن	ساكن	ساكنا
فسالت	سيل	سالت	سالت
سالمون	سلم	سالم	سالمون
يسومونكم	سوم	سام	يسوم
سامدون	سمد	سامد	سامدون
سامرا	سمر	سامر	سامرا
السامرى	سمر	سامرى	سامرى
ياسامرى	سمر	سامرى	سامرى
بالساهرة	سهر	ساهرة	ساهرة
فساهم	سهم	ساهم	ساهم
ساهون	سهو	ساهي	ساهون
ساوى	سوي	ساوى	ساوى
سبإ		سبإ	سبإ
لسبإ		سبإ	سبإ
سباتا	سبت	سبات	سباتا
الأسباب	سبب	سبب	أسباب
سببا	سبب	سبب	سببا
بسبب	سبب	سبب	سبب
الأسباب	سبب	سبب	أسباب
الأسباب	سبب	سبب	أسباب
أسباب	سبب	سبب	أسباب
السبت	سبت	سبت	سبت
سبتهم	سبت	سبت	سبت
السبت	سبت	سبت	سبت
نسبح	سبح	سبح	نسبح
وسبح	سبح	سبح	سبح
ويسبحونه	سبح	سبح	يسبح
ويسبح	سبح	سبح	يسبح
فسبح	سبح	سبح	سبح
تسبح	سبح	سبح	تسبح
يسبح	سبح	سبح	يسبح
سبحوا	سبح	سبح	سبح
نسبحك	سبح	سبح	نسبح
يسبحون	سبح	سبح	يسبح
يسبحن	سبح	سبح	يسبح
وسبحوا	سبح	سبح	سبح
وسبحوه	سبح	سبح	سبح
وتسبحوه	سبح	سبح	تسبح
فسبحه	سبح	سبح	سبح
سبح	سبح	سبح	سبح
تسبحون	سبح	سبح	تسبح
سبحا	سبح	سبح	سبحا
وسبحه	سبح	سبح	سبح
سبح	سبح	سبح	سبح
سبحانك	سبح	سبحان	سبحان
سبحانه	سبح	سبحان	سبحان
وسبحان	سبح	سبحان	سبحان
سبحان	سبح	سبحان	سبحان
سبحان	سبح	سبحان	سبحان
فسبحان	سبح	سبحان	سبحان
سبع	سبع	سبع	سبع
السبع	سبع	سبع	سبع
سبعين	سبع	سبع	سبعين
سبع	سبع	سبع	سبع
وسبع	سبع	سبع	سبع
سبع	سبع	سبع	سبع
وسبع	سبع	سبع	سبع
سبعا	سبع	سبع	سبعا
السبع	سبع	سبع	سبع
السبع	سبع	سبع	سبع
سبعون	سبع	سبع	سبعون
وسبعة	سبع	سبعة	سبعة
سبعة	سبع	سبعة	سبعة
سبعة	سبع	سبعة	سبعة
سبقكم	سبق	سبق	سبق
سبقوا	سبق	سبق	سبق
سبق	سبق	سبق	سبق
سبقت	سبق	سبق	سبقت
تسبق	سبق	سبق	تسبق
يسبقونه	سبق	سبق	يسبق
يسبقونا	سبق	سبق	يسبق
سبقونا	سبق	سبق	سبق
سبقا	سبق	سبق	سبقا
السبيل	سبل	سبيل	سبيل
سبيل	سبل	سبيل	سبيل
سبيل	سبل	سبيل	سبيل
سبيلا	سبل	سبيل	سبيلا
سبيلى	سبل	سبيل	سبيل
سبيل	سبل	سبيل	سبيل
السبيل	سبل	سبيل	سبيل
سبل	سبل	سبيل	سبل
سبيله	سبل	سبيل	سبيل
سبيل	سبل	سبيل	سبيل
السبل	سبل	سبيل	سبل
سبيل	سبل	سبيل	سبيل
سبيلهم	سبل	سبيل	سبيل
السبيل	سبل	سبيل	سبيل
سبيلك	سبل	سبيل	سبيل
سبلنا	سبل	سبيل	سبل
لبسبيل	سبل	سبيل	سبيل
وسبلا	سبل	سبيل	سبلا
سبيله	سبل	سبيل	سبيل
سبلا	سبل	سبيل	سبلا
سبيلنا	سبل	سبيل	سبيل
السبيلا	سبل	سبيل	سبيلا
سبيلك	سبل	سبيل	سبيل
ويستبشرون	بشر	ستبشر	يستبشر
ستة	ستت	ستة	ستة
سترا	ستر	ستر	سترا
ستين	ستت	ستين	ستين
اسجدوا	سجد	سجد	اسجد
فسجدوا	سجد	سجد	سجد
واسجدى	سجد	سجد	اسجد
يسجدون	سجد	سجد	يسجد
سجدوا	سجد	سجد	سجد
تسجد	سجد	سجد	تسجد
يسجد	سجد	سجد	يسجد
فسجد	سجد	سجد	سجد
لأسجد	سجد	سجد	أسجد
ءأسجد	سجد	سجد	أسجد
واسجدوا	سجد	سجد	اسجد
أنسجد	سجد	سجد	نسجد
يسجدوا	سجد	سجد	يسجد
تسجدوا	سجد	سجد	تسجد
فاسجدوا	سجد	سجد	اسجد
يسجدان	سجد	سجد	يسجد
فاسجد	سجد	سجد	اسجد
واسجد	سجد	سجد	اسجد
سجرت	سجر	سجرت	سجرت
السجل	سجل	سجل	سجل
السجن	سجن	سجن	سجن
السجن	سجن	سجن	سجن
السجن	سجن	سجن	سجن
السجود	سجد	سجود	سجود
سجى	سجو	سجى	سجى
سجيل	سجل	سجيل	سجيل
سجين	سجن	سجين	سجين
سجين	سجن	سجين	سجين
والسحاب	سحب	سحاب	سحاب
سحابا	سحب	سحاب	سحابا
السحاب	سحب	سحاب	سحاب
سحاب	سحب	سحاب	سحاب
السحاب	سحب	سحاب	سحاب
سحار	سحر	سحار	سحار
للسحت	سحت	سحت	سحت
السحت	سحت	سحت	سحت
السحر	سحر	سحر	سحر
بالأسحار	سحر	سحر	أسحار
سحر	سحر	سحر	سحر
سحروا	سحر	سحر	سحر
بسحر	سحر	سحر	سحر
لتسحرنا	سحر	سحر	تسحر
لسحر	سحر	سحر	سحر
أسحر	سحر	سحر	سحر
السحر	سحر	سحر	سحر
بسحرك	سحر	سحر	سحر
بسحرهما	سحر	سحر	سحر
سحرهم	سحر	سحر	سحر
السحر	سحر	سحر	سحر
تسحرون	سحر	سحر	تسحر
بسحره	سحر	سحر	سحر
سحران	سحر	سحر	سحران
وبالأسحار	سحر	سحر	أسحار
أفسحر	سحر	سحر	سحر
بسحر	سحر	سحر	سحر
فسحقا	سحق	سحق	سحقا
سحيق	سحق	سحيق	سحيق
ويسخرون	سخر	سخر	يسخر
سخروا	سخر	سخر	سخر
فيسخرون	سخر	سخر	يسخر
سخر	سخر	سخر	سخر
تسخروا	سخر	سخر	تسخر
نسخر	سخر	سخر	نسخر
تسخرون	سخر	سخر	تسخر
وسخر	سخر	سخر	سخر
سخر	سخر	سخر	سخر
وسخرنا	سخر	سخر	سخر
سخرناها	سخر	سخر	سخر
سخرها	سخر	سخر	سخر
سخرنا	سخر	سخر	سخر
فسخرنا	سخر	سخر	سخر
يسخر	سخر	سخر	يسخر
سخريا	سخر	سخري	سخريا
سخريا	سخر	سخري	سخريا
بسخط	سخط	سخط	سخط
سخط	سخط	سخط	سخط
يسخطون	سخط	سخط	يسخط
السدين	سدد	سد	سدين
سدا	سدد	سد	سدا
سدر	سدر	سدر	سدر
سدرة	سدر	سدرة	سدرة
السدرة	سدر	سدرة	سدرة
السدس	سدس	سدس	سدس
سدى	سدي	سدى	سدى
سديدا	سدد	سديد	سديدا
سرا	سرر	سر	سرا
سركم	سرر	سر	سر
سرهم	سرر	سر	سر
السر	سرر	سر	سر
السراء	سرر	سراء	سراء
والسراء	سرر	سراء	سراء
السرائر	سرر	سرائر	سرائر
كسراب	سرب	سراب	سراب
سرابا	سرب	سراب	سرابا
سرابيلهم	سربل	سرابيل	سرابيل
سرابيل	سربل	سرابيل	سرابيل
وسرابيل	سربل	سرابيل	سرابيل
سراجا	سرج	سراج	سراجا
وسراجا	سرج	سراج	سراجا
سراجا	سرج	سراج	سراجا
سراحا	سرح	سراح	سراحا
سرادقها	سردق	سرادق	سرادق
سراعا	سرع	سراع	سراعا
سربا	سرب	سرب	سربا
سرحوهن	سرح	سرح	سرح
وأسرحكن	سرح	سرح	أسرح
وسرحوهن	سرح	سرح	سرح
السرد	سرد	سرد	سرد
سرر	سرر	سرر	سرر
وسررا	سرر	سرر	سررا
سرر	سرر	سرر	سرر
يسرق	سرق	سرق	يسرق
سرق	سرق	سرق	سرق
يسرقن	سرق	سرق	يسرق
سرمدا	سرمد	سرمد	سرمدا
وسرورا	سرر	سرور	سرورا
سريا	سري	سري	سريا
سريع	سرع	سريع	سريع
لسريع	سرع	سريع	سريع
سطحت	سطح	سطحت	سطحت
سعة	وسع	سعة	سعة
وسعة	وسع	سعة	سعة
سعته	وسع	سعة	سعت
والسعة	وسع	سعة	سعة
سعة	وسع	سعة	سعة
سعدوا	سعد	سعد	سعد
وسعر	سعر	سعر	سعر
سعرت	سعر	سعرت	سعرت
وسعى	سعي	سعى	سعى
سعى	سعي	سعى	سعى
ويسعون	سعي	سعى	يسع
تسعى	سعي	سعى	تسعى
سعوا	سعي	سعى	سع
يسعى	سعي	سعى	يسعى
سعو	سعي	سعى	سع
يسعون	سعي	سعى	يسع
فاسعوا	سعي	سعى	اسع
سعيا	سعي	سعي	سعيا
سعيها	سعي	سعي	سعي
سعيهم	سعي	سعي	سعي
سعيهم	سعي	سعي	سعي
لسعيه	سعي	سعي	سعي
السعى	سعي	سعي	سعى
سعيه	سعي	سعي	سعي
سعيكم	سعي	سعي	سعي
لسعيها	سعي	سعي	سعي
سعيكم	سعي	سعي	سعي
وسعيد	سعد	سعيد	سعيد
سعيرا	سعر	سعير	سعيرا
السعير	سعر	سعير	سعير
وسعيرا	سعر	سعير	سعيرا
سفاهة	سفه	سفاهة	سفاهة
سفاهة	سفه	سفاهة	سفاهة
سفر	سفر	سفر	سفر
وسفرا	سفر	سفر	سفرا
سفرنا	سفر	سفر	سفر
سفرة	سفر	سفرة	سفرة
ويسفك	سفك	سفك	يسفك
تسفكون	سفك	سفك	تسفك
السفلى	سفل	سفلى	سفلى
سفه	سفه	سفه	سفه
سفها	سفه	سفه	سفها
السفينة	سفن	سفينة	سفينة
السفينة	سفن	سفينة	سفينة
سفينة	سفن	سفينة	سفينة
السفهاء	سفه	سفيه	سفهاء
سفيها	سفه	سفيه	سفيها
السفهاء	سفه	سفيه	سفهاء
سفيهنا	سفه	سفيه	سفيه
سقاية	سقي	سقاية	سقاية
السقاية	سقي	سقاية	سقاية
سقر		سقر	سقر
سقر		سقر	سقر
تسقط	سقط	سقط	تسقط
سقط	سقط	سقط	سقط
سقطوا	سقط	سقط	سقط
السقف	سقف	سقف	سقف
سقفا	سقف	سقف	سقفا
سقفا	سقف	سقف	سقفا
والسقف	سقف	سقف	سقف
تسقى	سقي	سقى	تسقى
فيسقى	سقي	سقى	يسقى
يسقى	سقي	سقى	يسقى
ويسقى	سقي	سقى	يسقى
ويسقين	سقي	سقى	يسقي
يسقون	سقي	سقى	يسق
نسقى	سقي	سقى	نسقى
فسقى	سقي	سقى	سقى
سقيت	سقي	سقى	سقي
وسقوا	سقي	سقى	سق
وسقىهم	سقي	سقى	سقى
تسقى	سقي	سقى	تسقى
وسقياها	سقي	سقيا	سقيا
سقيم	سقم	سقيم	سقيم
سكارى	سكر	سكارى	سكارى
بسكارى	سكر	سكارى	سكارى
سكت	سكت	سكت	سكت
سكرا	سكر	سكر	سكرا
سكرتهم	سكر	سكرة	سكرت
سكرة	سكر	سكرة	سكرة
سكرت	سكر	سكرت	سكرت
اسكن	سكن	سكن	اسكن
سكن	سكن	سكن	سكن
سكنا	سكن	سكن	سكنا
اسكنوا	سكن	سكن	اسكن
ليسكن	سكن	سكن	يسكن
سكن	سكن	سكن	سكن
لتسكنوا	سكن	سكن	تسكن
وسكنتم	سكن	سكن	سكن
ليسكنوا	سكن	سكن	يسكن
تسكن	سكن	سكن	تسكن
تسكنون	سكن	سكن	تسكن
لتسكنوا	سكن	سكن	تسكن
سكنتم	سكن	سكن	سكن
سكينا	سكن	سكين	سكينا
سكينة	سكن	سكينة	سكينة
سكينته	سكن	سكينة	سكينت
السكينة	سكن	سكينة	سكينة
سلالة	سلل	سلالة	سلالة
السلام	سلم	سلام	سلام
السلام	سلم	سلام	سلام
سلام	سلم	سلام	سلام
بسلام	سلم	سلام	سلام
سلاما	سلم	سلام	سلاما
وسلام	سلم	سلام	سلام
والسلام	سلم	سلام	سلام
وسلاما	سلم	سلام	سلاما
فسلام	سلم	سلام	سلام
السلام	سلم	سلام	سلام
سلسبيلا		سلسبيل	سلسبيلا
والسلاسل	سلسل	سلسلة	سلاسل
سلسلة	سلسل	سلسلة	سلسلة
سلاسلا	سلسل	سلسلة	سلاسلا
لسلطهم	سلط	سلط	سلط
يسلط	سلط	سلط	يسلط
سلطانا	سلط	سلطان	سلطانا
سلطان	سلط	سلطان	سلطان
وسلطان	سلط	سلطان	سلطان
بسلطان	سلط	سلطان	سلطان
سلطان	سلط	سلطان	سلطان
سلطانه	سلط	سلطان	سلطان
سلطانيه	سلط	سلطان	سلطان
سلف	سلف	سلف	سلف
سلفا	سلف	سلف	سلفا
سلقوكم	سلق	سلق	سلق
نسلكه	سلك	سلك	نسلك
فاسلكى	سلك	سلك	اسلك
وسلك	سلك	سلك	سلك
فاسلك	سلك	سلك	اسلك
سلكناه	سلك	سلك	سلك
اسلك	سلك	سلك	اسلك
فسلكه	سلك	سلك	سلك
فاسلكوه	سلك	سلك	اسلك
لتسلكوا	سلك	سلك	تسلك
يسلكه	سلك	سلك	يسلك
يسلك	سلك	سلك	يسلك
سلككم	سلك	سلك	سلك
السلم	سلم	سلم	سلم
سلمتم	سلم	سلم	سلم
ويسلموا	سلم	سلم	يسلم
السلم	سلم	سلم	سلم
سلما	سلم	سلم	سلما
سلم	سلم	سلم	سلم
للسلم	سلم	سلم	سلم
وتسلموا	سلم	سلم	تسلم
فسلموا	سلم	سلم	سلم
وسلموا	سلم	سلم	سلم
سلما	سلم	سلم	سلما
السلم	سلم	سلم	سلم
سلم	سلم	سلم	سلم
والسلوى	سلو	سلوى	سلوى
سليم	سلم	سليم	سليم
سليمان		سليمان	سليمان
سليمان		سليمان	سليمان
وسليمان		سليمان	سليمان
ولسليمان		سليمان	سليمان
لسليمان		سليمان	سليمان
سم	سمم	سم	سم
السماء	سمو	سماء	سماء
والسماء	سمو	سماء	سماء
سماوات	سمو	سماء	سماوات
السماوات	سمو	سماء	سماوات
السماوات	سمو	سماء	سماوات
السماء	سمو	سماء	سماء
وياسماء	سمو	سماء	سماء
والسماوات	سمو	سماء	سماوات
والسماوات	سمو	سماء	سماوات
السماء	سمو	سماء	سماء
سماوات	سمو	سماء	سماوات
سماء	سمو	سماء	سماء
والسماء	سمو	سماء	سماء
سماعون	سمع	سماع	سماعون
سمعهم	سمع	سمع	سمع
بسمعهم	سمع	سمع	سمع
يسمعون	سمع	سمع	يسمع
واسمعوا	سمع	سمع	اسمع
سمعنا	سمع	سمع	سمع
يسمع	سمع	سمع	يسمع
سمعه	سمع	سمع	سمع
سمع	سمع	سمع	سمع
ولتسمعن	سمع	سمع	تسمع
واسمع	سمع	سمع	اسمع
سمعتم	سمع	سمع	سمع
سمعوا	سمع	سمع	سمع
سمعكم	سمع	سمع	سمع
يسمعوا	سمع	سمع	يسمع
تسمعون	سمع	سمع	تسمع
يسمع	سمع	سمع	يسمع
السمع	سمع	سمع	سمع
سمعت	سمع	سمع	سمعت
وسمعهم	سمع	سمع	سمع
سمعا	سمع	سمع	سمعا
تسمع	سمع	سمع	تسمع
أسمع	سمع	سمع	أسمع
سمعتموه	سمع	سمع	سمع
يسمعونكم	سمع	سمع	يسمع
السمع	سمع	سمع	سمع
يسمعها	سمع	سمع	يسمع
وسمعنا	سمع	سمع	سمع
فاسمعون	سمع	سمع	اسمع
سمعهم	سمع	سمع	سمع
سمعكم	سمع	سمع	سمع
تسمعوا	سمع	سمع	تسمع
نسمع	سمع	سمع	نسمع
سمعه	سمع	سمع	سمع
تسمع	سمع	سمع	تسمع
للسمع	سمع	سمع	سمع
سمكها	سمك	سمك	سمك
السموم	سمم	سموم	سموم
سموم	سمم	سموم	سموم
سميتها	سمو	سمى	سمي
سميتموها	سمو	سمى	سمي
سموهم	سمو	سمى	سم
سمىكم	سمو	سمى	سمى
ليسمون	سمو	سمى	يسم
تسمى	سمو	سمى	تسمى
سميا	سمو	سمي	سميا
السميع	سمع	سميع	سميع
سميع	سمع	سميع	سميع
سميع	سمع	سميع	سميع
سميعا	سمع	سميع	سميعا
لسميع	سمع	سميع	سميع
والسميع	سمع	سميع	سميع
لسميع	سمع	سميع	سميع
سمان	سمن	سمين	سمان
سمين	سمن	سمين	سمين
والسن	سنن	سن	سن
بالسن	سنن	سن	سن
سنا	سنو	سنا	سنا
سنبله	سنبل	سنبل	سنبل
سنبلات	سنبل	سنبلة	سنبلات
سنابل	سنبل	سنبلة	سنابل
سنبلة	سنبل	سنبلة	سنبلة
سنة	سنو	سنة	سنة
سنة	وسن	سنة	سنة
سنن	سنن	سنة	سنن
سنن	سنن	سنة	سنن
سنة	سنو	سنة	سنة
سنت	سنن	سنة	سنت
سنة	سنن	سنة	سنة
سنة	سنن	سنة	سنة
لسنتنا	سنن	سنة	سنت
لسنة	سنن	سنة	سنة
سنت	سنن	سنة	سنت
لسنت	سنن	سنة	سنت
سندس		سندس	سندس
يتسنه	سنه	سنه	يتسنه
بالسنين	سنو	سنين	سنين
السنين	سنو	سنين	سنين
سنين	سنو	سنين	سنين
سهولها	سهل	سهول	سهول
سوء	سوء	سوء	سوء
بالسوء	سوء	سوء	سوء
سوء	سوء	سوء	سوء
سوء	سوء	سوء	سوء
السوء	سوء	سوء	سوء
سوءا	سوء	سوء	سوءا
بسوء	سوء	سوء	سوء
السوء	سوء	سوء	سوء
السوء	سوء	سوء	سوء
سوء	سوء	سوء	سوء
السوء	سوء	سوء	سوء
والسوء	سوء	سوء	سوء
سوء	سوء	سوء	سوء
سوء	سوء	سوء	سوء
سوءاتهما	سوء	سوءة	سوءات
سوءاتهما	سوء	سوءة	سوءات
سوءاتكم	سوء	سوءة	سوءات
سوءة	سوء	سوءة	سوءة
السوأى	سوء	سوأى	سوأى
سواء	سوي	سواء	سواء
سواء	سوي	سواء	سواء
سواء	سوي	سواء	سواء
سواء	سوي	سواء	سواء
سواء	سوي	سواء	سواء
وسواء	سوي	سواء	سواء
سواعا	سوع	سواع	سواعا
سود	سود	سود	سود
بسور	سور	سور	سور
بسورة	سور	سورة	سورة
سورة	سور	سورة	سورة
سور	سور	سورة	سور
سوط	سوط	سوط	سوط
فسوف		سوف	سوف
سوف		سوف	سوف
وسوف		سوف	سوف
لسوف		سوف	سوف
فلسوف		سوف	سوف
ولسوف		سوف	سوف
الأسواق	سوق	سوق	أسواق
بالسوق	سوق	سوق	سوق
سوقه	سوق	سوق	سوق
سولت	سول	سول	سولت
سول	سول	سول	سول
فسوىهن	سوي	سوى	سوى
سويته	سوي	سوى	سوي
سوىك	سوي	سوى	سوى
سوى	سوي	سوى	سوى
نسويكم	سوي	سوى	نسوي
سوىه	سوي	سوى	سوى
نسوى	سوي	سوى	نسوى
فسوى	سوي	سوى	سوى
فسوىها	سوي	سوى	سوى
فسوىك	سوي	سوى	سوى
سوىها	سوي	سوى	سوى
سويا	سوي	سوي	سويا
السوى	سوي	سوي	سوى
سيئا	سوء	سيئ	سيئا
سيئه	سوء	سيئ	سيئ
السيئ	سوء	سيئ	سيئ
السيئ	سوء	سيئ	سيئ
سيئة	سوء	سيئة	سيئة
سيئة	سوء	سيئة	سيئة
سيئة	سوء	سيئة	سيئة
بالسيئة	سوء	سيئة	سيئة
السيئة	سوء	سيئة	سيئة
السيئة	سوء	سيئة	سيئة
السيئة	سوء	سيئة	سيئة
سياتكم	سوء	سيئة	سيات
سياتنا	سوء	سيئة	سيات
سياتهم	سوء	سيئة	سيات
السيات	سوء	سيئة	سيات
والسيات	سوء	سيات	سيات
السيات	سوء	سيات	سيات
سيات	سوء	سيات	سيات
سيات	سوء	سيات	سيات
سياته	سوء	سيات	سيات
وللسيارة	سير	سيارة	سيارة
السيارة	سير	سيارة	سيارة
سيارة	سير	سيارة	سيارة
فسيحوا	سيح	سيح	سيح
وسيدا	سود	سيد	سيدا
سيدها	سود	سيد	سيد
سادتنا	سود	سيد	سادت
السير	سير	سير	سير
سيرا	سير	سير	سيرا
يسيركم	سير	سيرت	يسير
سيرت	سير	سيرت	سيرت
نسير	سير	سيرت	نسير
سيرتها	سير	سيرت	سيرت
وسيرت	سير	سيرت	سيرت
سقناه	سوق	سيق	سق
يساقون	سوق	سيق	يساق
ونسوق	سوق	سيق	نسوق
نسوق	سوق	سيق	نسوق
فسقناه	سوق	سيق	سق
وسيق	سوق	سيق	سيق
السيل	سيل	سيل	سيل
سيل	سيل	سيل	سيل
بسيماهم	سوم	سيما	سيما
بسيمىهم	سوم	سيما	سيمى
سيماهم	سوم	سيما	سيما
سيناء		سيناء	سيناء
سينين		سينين	سينين
شأن	شءن	شأن	شأن
شأنهم	شءن	شأن	شأن
شأن	شءن	شأن	شأن
شاء	شيء	شاء	شاء
شئتما	شيء	شاء	شئ
شئتم	شيء	شاء	شئ
يشاء	شيء	شاء	يشاء
تشاء	شيء	شاء	تشاء
يشأ	شيء	شاء	يشأ
يشإ	شيء	شاء	يشإ
يشاء	شيء	شاء	يشاء
نشاء	شيء	شاء	نشاء
نشاء	شيء	شاء	نشاء
شئت	شيء	شاء	شئ
أشاء	شيء	شاء	أشاء
شئنا	شيء	شاء	شئ
نشاؤا	شيء	شاء	نشاؤا
يشاءون	شيء	شاء	يشاء
نشأ	شيء	شاء	نشأ
شئتم	شيء	شاء	شئ
تشاءون	شيء	شاء	تشاء
شاخصة	شخص	شاخصة	شاخصة
للشاربين	شرب	شارب	شاربين
فشاربون	شرب	شارب	شاربون
وشاركهم	شرك	شارك	شارك
شاطئ	شطء	شاطئ	شاطئ
شاعر	شعر	شاعر	شاعر
والشعراء	شعر	شاعر	شعراء
لشاعر	شعر	شاعر	شاعر
شاعر	شعر	شاعر	شاعر
شافعين	شفع	شافع	شافعين
الشافعين	شفع	شافع	شافعين
يشاقق	شقق	شاق	يشاقق
شاقوا	شقق	شاق	شاق
تشاقون	شقق	شاق	تشاق
وشاقوا	شقق	شاق	شاق
يشاق	شقق	شاق	يشاق
شاكر	شكر	شاكر	شاكر
الشاكرين	شكر	شاكر	شاكرين
شاكرا	شكر	شاكر	شاكرا
بالشاكرين	شكر	شاكر	شاكرين
شاكرين	شكر	شاكر	شاكرين
شاكرون	شكر	شاكر	شاكرون
شاكلته	شكل	شاكلت	شاكلت
شامخات	شمخ	شامخة	شامخات
شانئك	شنء	شانئ	شانئ
الشاهدين	شهد	شاهد	شاهدين
شاهدين	شهد	شاهد	شاهدين
شهودا	شهد	شاهد	شهودا
